Index	X	Y	Z	cost	equivalent_radius	branch_id	vadose_flag
137	340.3154907227	330.9840087891	368.4860229492	0.2202513218	0.0000000000	9.0000000000	0.0000000000
137	339.5297546387	330.2477416992	368.7064208984	0.0245058537	0.0000000000	9.0000000000	0.0000000000
138	339.5297546387	330.2477416992	368.7064208984	0.0245058537	0.0000000000	9.0000000000	0.0000000000
138	338.8276367188	321.3181457520	368.5359802246	0.1227605343	0.0000000000	9.0000000000	0.0000000000
139	338.8276367188	321.3181457520	368.5359802246	0.1227605343	0.0000000000	9.0000000000	0.0000000000
139	338.4468994141	310.3214416504	368.2798461914	0.1539049149	0.0000000000	9.0000000000	0.0000000000
140	338.4468994141	310.3214416504	368.2798461914	0.1539049149	0.0000000000	9.0000000000	0.0000000000
140	338.6699523926	297.2123413086	368.4245910645	0.1813502312	0.0000000000	9.0000000000	0.0000000000
141	338.6699523926	297.2123413086	368.4245910645	0.1813502312	0.0000000000	9.0000000000	0.0000000000
141	332.6364746094	288.8724975586	368.8334960938	0.1762619019	0.0000000000	9.0000000000	0.0000000000
142	332.6364746094	288.8724975586	368.8334960938	0.1762619019	0.0000000000	9.0000000000	0.0000000000
142	331.4261779785	286.4411621094	367.3910827637	0.0567920208	0.0000000000	9.0000000000	0.0000000000
143	331.4261779785	286.4411621094	367.3910827637	0.0567920208	0.0000000000	9.0000000000	0.0000000000
143	330.5561523438	276.4194641113	367.7496643066	0.1492359638	0.0000000000	9.0000000000	0.0000000000
144	330.5561523438	276.4194641113	367.7496643066	0.1492359638	0.0000000000	9.0000000000	0.0000000000
144	330.7227783203	265.7004699707	367.1776428223	0.1645240784	0.0000000000	9.0000000000	0.0000000000
145	330.7227783203	265.7004699707	367.1776428223	0.1645240784	0.0000000000	9.0000000000	0.0000000000
145	330.0608215332	256.9402160645	367.6752624512	0.1312015057	0.0000000000	9.0000000000	0.0000000000
146	330.0608215332	256.9402160645	367.6752624512	0.1312015057	0.0000000000	9.0000000000	0.0000000000
146	324.6535034180	249.8784942627	369.1950073242	0.1543536186	0.0000000000	9.0000000000	0.0000000000
147	324.6535034180	249.8784942627	369.1950073242	0.1543536186	0.0000000000	9.0000000000	0.0000000000
147	324.5345153809	246.9055633545	368.3689270020	0.0446341038	0.0000000000	9.0000000000	0.0000000000
148	324.5345153809	246.9055633545	368.3689270020	0.0446341038	0.0000000000	9.0000000000	0.0000000000
148	318.9337463379	243.1468353271	368.1769104004	0.1005703211	0.0000000000	9.0000000000	0.0000000000
149	318.9337463379	243.1468353271	368.1769104004	0.1005703211	0.0000000000	9.0000000000	0.0000000000
149	319.7300109863	231.4420013428	369.4179992676	0.1615142822	0.0000000000	9.0000000000	0.0000000000
150	319.7300109863	231.4420013428	369.4179992676	0.1615142822	0.0000000000	9.0000000000	0.0000000000
150	319.4125671387	218.6968383789	369.2989196777	0.1763025522	0.0000000000	9.0000000000	0.0000000000
151	319.4125671387	218.6968383789	369.2989196777	0.1763025522	0.0000000000	9.0000000000	0.0000000000
151	310.0019226074	213.2053680420	368.6775817871	0.1618502140	0.0000000000	9.0000000000	0.0000000000
152	310.0019226074	213.2053680420	368.6775817871	0.1618502140	0.0000000000	9.0000000000	0.0000000000
152	309.4695129395	206.9625091553	368.9164428711	0.0916537046	0.0000000000	9.0000000000	0.0000000000
153	309.4695129395	206.9625091553	368.9164428711	0.0916537046	0.0000000000	9.0000000000	0.0000000000
153	308.9241638184	195.5876922607	368.1735839844	0.1748194695	0.0000000000	9.0000000000	0.0000000000
154	308.9241638184	195.5876922607	368.1735839844	0.1748194695	0.0000000000	9.0000000000	0.0000000000
154	308.4735107422	184.2015075684	369.9274902344	0.1578394771	0.0000000000	9.0000000000	0.0000000000
155	308.4735107422	184.2015075684	369.9274902344	0.1578394771	0.0000000000	9.0000000000	0.0000000000
155	309.4530029297	172.2640075684	369.8829956055	0.1639866829	0.0000000000	9.0000000000	0.0000000000
156	309.4530029297	172.2640075684	369.8829956055	0.1639866829	0.0000000000	9.0000000000	0.0000000000
156	309.8424987793	160.5020141602	369.8654785156	0.1611181498	0.0000000000	9.0000000000	0.0000000000
157	309.8424987793	160.5020141602	369.8654785156	0.1611181498	0.0000000000	9.0000000000	0.0000000000
157	310.2319946289	148.7400054932	369.8479919434	0.1611183882	0.0000000000	9.0000000000	0.0000000000
158	310.2319946289	148.7400054932	369.8479919434	0.1611183882	0.0000000000	9.0000000000	0.0000000000
158	310.0639953613	137.1970062256	369.8554992676	0.1580442488	0.0000000000	9.0000000000	0.0000000000
159	310.0639953613	137.1970062256	369.8554992676	0.1580442488	0.0000000000	9.0000000000	0.0000000000
159	309.8959960938	125.6539993286	369.8630065918	0.1580443680	0.0000000000	9.0000000000	0.0000000000
160	309.8959960938	125.6539993286	369.8630065918	0.1580443680	0.0000000000	9.0000000000	0.0000000000
160	309.2495117188	114.4235000610	369.8919982910	0.1549410820	0.0000000000	9.0000000000	1.0000000000
161	309.2495117188	114.4235000610	369.8919982910	0.1549410820	0.0000000000	9.0000000000	1.0000000000
161	307.9587402344	113.6925048828	381.0628356934	0.1549410820	0.0000000000	9.0000000000	1.0000000000
162	307.9587402344	113.6925048828	381.0628356934	0.1549410820	0.0000000000	9.0000000000	1.0000000000
162	308.0364074707	118.0275726318	390.5212402344	0.1489018202	0.0000000000	9.0000000000	1.0000000000
163	308.0364074707	118.0275726318	390.5212402344	0.1489018202	0.0000000000	9.0000000000	1.0000000000
163	308.3478698730	117.3533477783	401.7840270996	0.1933192015	0.0000000000	9.0000000000	1.0000000000
164	308.3478698730	117.3533477783	401.7840270996	0.1933192015	0.0000000000	9.0000000000	1.0000000000
164	307.5445251465	116.9142074585	408.9808959961	0.0996387005	0.0000000000	9.0000000000	1.0000000000
165	307.5445251465	116.9142074585	408.9808959961	0.0996387005	0.0000000000	9.0000000000	1.0000000000
165	302.9344787598	119.1834716797	417.6460876465	0.1762435436	0.0000000000	9.0000000000	1.0000000000
166	302.9344787598	119.1834716797	417.6460876465	0.1762435436	0.0000000000	9.0000000000	1.0000000000
166	304.8436889648	120.3221435547	427.3752441406	0.0826864243	0.0000000000	9.0000000000	1.0000000000
167	304.8436889648	120.3221435547	427.3752441406	0.0826864243	0.0000000000	9.0000000000	1.0000000000
167	304.0584716797	119.9092712402	434.2344360352	0.0764201880	0.0000000000	9.0000000000	1.0000000000
168	304.0584716797	119.9092712402	434.2344360352	0.0764201880	0.0000000000	9.0000000000	1.0000000000
168	303.6297302246	114.4159164429	441.7673339844	0.1363201737	0.0000000000	9.0000000000	1.0000000000
169	303.6297302246	114.4159164429	441.7673339844	0.1363201737	0.0000000000	9.0000000000	1.0000000000
169	302.5185241699	113.1937789917	444.7532348633	0.0607467294	0.0000000000	9.0000000000	1.0000000000
170	302.5185241699	113.1937789917	444.7532348633	0.0607467294	0.0000000000	9.0000000000	1.0000000000
170	300.6711120605	112.2591552734	454.7732238770	0.1414990425	0.0000000000	9.0000000000	1.0000000000
171	300.6711120605	112.2591552734	454.7732238770	0.1414990425	0.0000000000	9.0000000000	1.0000000000
171	298.5090026855	110.8624114990	465.4513854980	0.1524580717	0.0000000000	9.0000000000	1.0000000000
172	298.5090026855	110.8624114990	465.4513854980	0.1524580717	0.0000000000	9.0000000000	1.0000000000
172	297.1186218262	106.9473495483	475.2462463379	0.1878343672	0.0000000000	9.0000000000	1.0000000000
173	297.1186218262	106.9473495483	475.2462463379	0.1878343672	0.0000000000	9.0000000000	1.0000000000
173	299.7950134277	108.1900024414	482.5809936523	0.1932047755	0.0000000000	9.0000000000	1.0000000000
174	535.0319824219	616.3649902344	359.6735229492	0.2272388935	0.0000000000	5.0000000000	0.0000000000
174	524.9210205078	624.9569702148	360.1310119629	0.2272379398	0.0000000000	5.0000000000	0.0000000000
175	524.9210205078	624.9569702148	360.1310119629	0.2272379398	0.0000000000	5.0000000000	0.0000000000
175	515.2935180664	633.3535156250	360.5665283203	0.2187664509	0.0000000000	5.0000000000	0.0000000000
176	515.2935180664	633.3535156250	360.5665283203	0.2187664509	0.0000000000	5.0000000000	0.0000000000
176	505.6659851074	641.7500000000	361.0020141602	0.2187662125	0.0000000000	5.0000000000	0.0000000000
177	505.6659851074	641.7500000000	361.0020141602	0.2187662125	0.0000000000	5.0000000000	0.0000000000
177	496.4035034180	650.0784912109	361.4215087891	0.2133042812	0.0000000000	5.0000000000	0.0000000000
178	496.4035034180	650.0784912109	361.4215087891	0.2133042812	0.0000000000	5.0000000000	0.0000000000
178	487.1409912109	658.4069824219	361.8410034180	0.2133045197	0.0000000000	5.0000000000	0.0000000000
179	487.1409912109	658.4069824219	361.8410034180	0.2133045197	0.0000000000	5.0000000000	0.0000000000
179	478.0039978027	666.6829833984	362.2545166016	0.2111029625	0.0000000000	5.0000000000	0.0000000000
180	478.0039978027	666.6829833984	362.2545166016	0.2111029625	0.0000000000	5.0000000000	0.0000000000
180	468.8670043945	674.9589843750	362.6679992676	0.2111029625	0.0000000000	5.0000000000	0.0000000000
181	468.8670043945	674.9589843750	362.6679992676	0.2111029625	0.0000000000	5.0000000000	0.0000000000
181	459.4475097656	683.0885009766	363.0944824219	0.2130734921	0.0000000000	5.0000000000	0.0000000000
182	459.4475097656	683.0885009766	363.0944824219	0.2130734921	0.0000000000	5.0000000000	0.0000000000
182	450.0280151367	691.2180175781	363.5209960938	0.2130734921	0.0000000000	5.0000000000	0.0000000000
183	450.0280151367	691.2180175781	363.5209960938	0.2130734921	0.0000000000	5.0000000000	0.0000000000
183	440.3170166016	697.8480224609	363.9605102539	0.2013665438	0.0000000000	5.0000000000	0.0000000000
184	440.3170166016	697.8480224609	363.9605102539	0.2013665438	0.0000000000	5.0000000000	0.0000000000
184	430.6059875488	704.4780273438	364.3999938965	0.2013669014	0.0000000000	5.0000000000	0.0000000000
185	430.6059875488	704.4780273438	364.3999938965	0.2013669014	0.0000000000	5.0000000000	0.0000000000
185	421.7214965820	709.3100585938	364.8020019531	0.1731752157	0.0000000000	5.0000000000	0.0000000000
186	421.7214965820	709.3100585938	364.8020019531	0.1731752157	0.0000000000	5.0000000000	0.0000000000
186	412.8370056152	714.1420288086	365.2040100098	0.1731746197	0.0000000000	5.0000000000	0.0000000000
187	412.8370056152	714.1420288086	365.2040100098	0.1731746197	0.0000000000	5.0000000000	0.0000000000
187	405.4815063477	719.0755004883	365.5369873047	0.1516104937	0.0000000000	5.0000000000	0.0000000000
188	405.4815063477	719.0755004883	365.5369873047	0.1516104937	0.0000000000	5.0000000000	0.0000000000
188	398.1260070801	724.0089721680	365.8699951172	0.1516104937	0.0000000000	5.0000000000	0.0000000000
189	398.1260070801	724.0089721680	365.8699951172	0.1516104937	0.0000000000	5.0000000000	0.0000000000
189	390.6990051270	728.7054443359	366.2059936523	0.1504232883	0.0000000000	5.0000000000	0.0000000000
190	390.6990051270	728.7054443359	366.2059936523	0.1504232883	0.0000000000	5.0000000000	0.0000000000
190	383.2720031738	733.4019775391	366.5419921875	0.1504238248	0.0000000000	5.0000000000	0.0000000000
191	383.2720031738	733.4019775391	366.5419921875	0.1504238248	0.0000000000	5.0000000000	0.0000000000
191	374.3750000000	736.6610107422	366.9444885254	0.1622456610	0.0000000000	5.0000000000	0.0000000000
192	374.3750000000	736.6610107422	366.9444885254	0.1622456610	0.0000000000	5.0000000000	0.0000000000
192	365.4779968262	739.9199829102	367.3469848633	0.0169032812	0.0000000000	5.0000000000	1.0000000000
193	365.4779968262	739.9199829102	367.3469848633	0.0169032812	0.0000000000	5.0000000000	1.0000000000
193	365.8561096191	740.4114379883	366.6107177734	0.0169032812	0.0000000000	5.0000000000	1.0000000000
194	365.8561096191	740.4114379883	366.6107177734	0.0169032812	0.0000000000	5.0000000000	1.0000000000
194	365.8067016602	738.2249145508	377.0306396484	0.1472980976	0.0000000000	5.0000000000	1.0000000000
195	365.8067016602	738.2249145508	377.0306396484	0.1472980976	0.0000000000	5.0000000000	1.0000000000
195	365.9132385254	740.6813964844	388.0878601074	0.1569192410	0.0000000000	5.0000000000	1.0000000000
196	365.9132385254	740.6813964844	388.0878601074	0.1569192410	0.0000000000	5.0000000000	1.0000000000
196	365.9378662109	739.4079589844	396.1697387695	0.1126295328	0.0000000000	5.0000000000	1.0000000000
197	365.9378662109	739.4079589844	396.1697387695	0.1126295328	0.0000000000	5.0000000000	1.0000000000
197	362.7667846680	737.4322509766	405.8167724609	0.1463866234	0.0000000000	5.0000000000	1.0000000000
198	362.7667846680	737.4322509766	405.8167724609	0.1463866234	0.0000000000	5.0000000000	1.0000000000
198	360.5404968262	736.2295532227	413.9725341797	0.1173468828	0.0000000000	5.0000000000	1.0000000000
199	360.5404968262	736.2295532227	413.9725341797	0.1173468828	0.0000000000	5.0000000000	1.0000000000
199	360.9884033203	734.8449096680	419.7156677246	0.0926171541	0.0000000000	5.0000000000	1.0000000000
200	360.9884033203	734.8449096680	419.7156677246	0.0926171541	0.0000000000	5.0000000000	1.0000000000
200	360.9653320312	733.8928222656	429.8258972168	0.0935401917	0.0000000000	5.0000000000	1.0000000000
201	360.9653320312	733.8928222656	429.8258972168	0.0935401917	0.0000000000	5.0000000000	1.0000000000
201	362.1501159668	733.4538574219	434.8848876953	0.0820004940	0.0000000000	5.0000000000	1.0000000000
202	362.1501159668	733.4538574219	434.8848876953	0.0820004940	0.0000000000	5.0000000000	1.0000000000
202	362.7191467285	731.4429321289	438.6278991699	0.0748407841	0.0000000000	5.0000000000	1.0000000000
203	362.7191467285	731.4429321289	438.6278991699	0.0748407841	0.0000000000	5.0000000000	1.0000000000
203	367.6770935059	730.6855468750	448.3711547852	0.1958332062	0.0000000000	5.0000000000	1.0000000000
204	367.6770935059	730.6855468750	448.3711547852	0.1958332062	0.0000000000	5.0000000000	1.0000000000
204	371.6449279785	732.8859252930	453.2897644043	0.1036460996	0.0000000000	5.0000000000	1.0000000000
205	371.6449279785	732.8859252930	453.2897644043	0.1036460996	0.0000000000	5.0000000000	1.0000000000
205	373.2735900879	733.8356933594	466.0287170410	0.1772747636	0.0000000000	5.0000000000	1.0000000000
