Index	X	Y	Z	cost	equivalent_radius	branch_id	vadose_flag
120	331.9750061035	420.1350097656	358.4190063477	0.1592612267	0.0000000000	9.0000000000	1.0000000000
121	331.9750061035	420.1350097656	358.4190063477	0.1592612267	0.0000000000	9.0000000000	1.0000000000
121	324.9339904785	423.5849914551	367.7609863281	0.1867430210	0.0000000000	9.0000000000	1.0000000000
122	324.9339904785	423.5849914551	367.7609863281	0.1867430210	0.0000000000	9.0000000000	1.0000000000
122	320.7619934082	426.2869873047	375.5020141602	0.1360960007	0.0000000000	9.0000000000	1.0000000000
123	320.7619934082	426.2869873047	375.5020141602	0.1360960007	0.0000000000	9.0000000000	1.0000000000
123	313.5690002441	429.8479919434	382.8810119629	0.1735985279	0.0000000000	9.0000000000	1.0000000000
124	313.5690002441	429.8479919434	382.8810119629	0.1735985279	0.0000000000	9.0000000000	1.0000000000
124	308.0539855957	431.7900085449	388.6119995117	0.1290602684	0.0000000000	9.0000000000	1.0000000000
125	308.0539855957	431.7900085449	388.6119995117	0.1290602684	0.0000000000	9.0000000000	1.0000000000
125	304.7340087891	432.8160095215	393.5530090332	0.0903365612	0.0000000000	9.0000000000	1.0000000000
126	304.7340087891	432.8160095215	393.5530090332	0.0903365612	0.0000000000	9.0000000000	1.0000000000
126	294.0589904785	438.1780090332	404.5050048828	0.1470882893	0.0000000000	9.0000000000	1.0000000000
127	294.0589904785	438.1780090332	404.5050048828	0.1470882893	0.0000000000	9.0000000000	1.0000000000
127	291.2680053711	442.3559875488	404.9970092773	0.0658295155	0.0000000000	9.0000000000	1.0000000000
128	291.2680053711	442.3559875488	404.9970092773	0.0658295155	0.0000000000	9.0000000000	1.0000000000
128	279.6289978027	452.2049865723	407.7749938965	0.2082576752	0.0000000000	9.0000000000	1.0000000000
129	279.6289978027	452.2049865723	407.7749938965	0.2082576752	0.0000000000	9.0000000000	1.0000000000
129	267.3750000000	462.9450073242	408.9830017090	0.2166528702	0.0000000000	9.0000000000	1.0000000000
130	267.3750000000	462.9450073242	408.9830017090	0.2166528702	0.0000000000	9.0000000000	1.0000000000
130	253.1540069580	470.3980102539	411.0209960938	0.2078790665	0.0000000000	9.0000000000	1.0000000000
131	253.1540069580	470.3980102539	411.0209960938	0.2078790665	0.0000000000	9.0000000000	1.0000000000
131	241.2550048828	476.0780029297	412.2529907227	0.1784679890	0.0000000000	9.0000000000	1.0000000000
132	241.2550048828	476.0780029297	412.2529907227	0.1784679890	0.0000000000	9.0000000000	1.0000000000
132	232.3190002441	481.3110046387	414.4939880371	0.1347719431	0.0000000000	9.0000000000	1.0000000000
