Index	X	Y	Z	cost	equivalent_radius	branch_id	vadose_flag
81	404.8529968262	594.8720092773	409.6809997559	0.2568101883	0.0000000000	30.0000000000	1.0000000000
82	409.0050048828	612.7500000000	420.3020019531	0.1751954257	0.0000000000	22.0000000000	1.0000000000
82	411.0933227539	613.8931274414	421.5869445801	0.0638283268	0.0000000000	22.0000000000	1.0000000000
83	568.5070190430	580.3070068359	358.1579895020	0.1949157715	0.0000000000	4.0000000000	0.0000000000
83	553.5910034180	575.8480224609	358.8330078125	0.1922402382	0.0000000000	4.0000000000	0.0000000000
84	553.5910034180	575.8480224609	358.8330078125	0.1922402382	0.0000000000	4.0000000000	0.0000000000
84	546.3540039062	571.4869995117	359.1610107422	0.1043162346	0.0000000000	4.0000000000	0.0000000000
85	546.3540039062	571.4869995117	359.1610107422	0.1043162346	0.0000000000	4.0000000000	0.0000000000
85	537.4669799805	567.0819702148	359.5629882812	0.1224656105	0.0000000000	4.0000000000	0.0000000000
86	537.4669799805	567.0819702148	359.5629882812	0.1224656105	0.0000000000	4.0000000000	0.0000000000
86	529.1389770508	561.7750244141	359.9400024414	0.1219153404	0.0000000000	4.0000000000	0.0000000000
87	529.1389770508	561.7750244141	359.9400024414	0.1219153404	0.0000000000	4.0000000000	0.0000000000
87	520.7119750977	556.9429931641	360.3210144043	0.1199312210	0.0000000000	4.0000000000	0.0000000000
88	520.7119750977	556.9429931641	360.3210144043	0.1199312210	0.0000000000	4.0000000000	0.0000000000
88	512.6019897461	552.2960205078	360.6879882812	0.1153993607	0.0000000000	4.0000000000	0.0000000000
89	512.6019897461	552.2960205078	360.6879882812	0.1153993607	0.0000000000	4.0000000000	0.0000000000
89	504.3850097656	547.3499755859	361.0599975586	0.1688560992	0.0000000000	4.0000000000	0.0000000000
90	504.3850097656	547.3499755859	361.0599975586	0.1688560992	0.0000000000	4.0000000000	0.0000000000
90	495.7550048828	541.7979736328	361.4509887695	0.1688560992	0.0000000000	4.0000000000	0.0000000000
91	495.7550048828	541.7979736328	361.4509887695	0.1688560992	0.0000000000	4.0000000000	0.0000000000
91	487.5100097656	537.3699951172	361.8250122070	0.1234712601	0.0000000000	31.0000000000	1.0000000000
92	495.7550048828	541.7979736328	361.4509887695	0.1688560992	0.0000000000	4.0000000000	0.0000000000
92	488.7479858398	532.6740112305	363.0320129395	0.2279248983	0.0000000000	32.0000000000	0.0000000000
93	487.5100097656	537.3699951172	361.8250122070	0.1234712601	0.0000000000	31.0000000000	1.0000000000
93	477.4469909668	534.0939941406	362.2799987793	0.2228596210	0.0000000000	33.0000000000	1.0000000000
94	487.5100097656	537.3699951172	361.8250122070	0.1234712601	0.0000000000	31.0000000000	1.0000000000
94	484.5530090332	542.5289916992	361.6560058594	0.1234712601	0.0000000000	34.0000000000	1.0000000000
95	477.4469909668	534.0939941406	362.2799987793	0.2228596210	0.0000000000	33.0000000000	1.0000000000
95	469.8890075684	531.2730102539	362.6220092773	0.1325783730	0.0000000000	35.0000000000	1.0000000000
96	469.8890075684	531.2730102539	362.6220092773	0.1325783730	0.0000000000	35.0000000000	1.0000000000
96	466.3439941406	527.7979736328	362.1229858398	0.0858626366	0.0000000000	35.0000000000	1.0000000000
97	466.3439941406	527.7979736328	362.1229858398	0.0858626366	0.0000000000	35.0000000000	1.0000000000
97	454.9249877930	522.1760253906	363.2990112305	0.1979901940	0.0000000000	36.0000000000	1.0000000000
98	466.3439941406	527.7979736328	362.1229858398	0.0858626366	0.0000000000	35.0000000000	1.0000000000
98	462.9719848633	539.9589843750	362.9349975586	0.2544491291	0.0000000000	37.0000000000	0.0000000000
99	454.9249877930	522.1760253906	363.2990112305	0.1979901940	0.0000000000	36.0000000000	1.0000000000
99	446.8859863281	518.0159912109	363.5360107422	0.1727765799	0.0000000000	38.0000000000	0.0000000000
100	454.9249877930	522.1760253906	363.2990112305	0.1979901940	0.0000000000	36.0000000000	1.0000000000
100	449.7239990234	512.1740112305	363.5339965820	0.2072107792	0.0000000000	39.0000000000	1.0000000000
101	446.8859863281	518.0159912109	363.5360107422	0.1727765799	0.0000000000	38.0000000000	0.0000000000
101	437.8779907227	515.6110229492	364.0700073242	0.1280102730	0.0000000000	40.0000000000	0.0000000000
102	446.8859863281	518.0159912109	363.5360107422	0.1727765799	0.0000000000	38.0000000000	0.0000000000
102	443.0790100098	525.6129760742	363.8349914551	0.1727765799	0.0000000000	41.0000000000	0.0000000000
103	437.8779907227	515.6110229492	364.0700073242	0.1280102730	0.0000000000	40.0000000000	0.0000000000
103	430.2109985352	511.4079895020	363.5650024414	0.1273941994	0.0000000000	40.0000000000	0.0000000000
104	430.2109985352	511.4079895020	363.5650024414	0.1273941994	0.0000000000	40.0000000000	0.0000000000
104	419.3399963379	506.5700073242	364.9089965820	0.1641407013	0.0000000000	40.0000000000	0.0000000000
