Index	X	Y	Z
6276	235.674	756.684	144.993
6277	517.536	433.586	73.0765
6278	458.316	419.562	63.6034
6279	515.293	380.814	83.1849
6280	490.974	448.074	86.4907
6281	269.215	299.62	263.429
6282	240.18	280.599	270.879
6283	212.964	290.74	267.336
6284	190.29	574.226	255.215
6285	145.205	408.185	204.591
6286	101.293	400.402	227.815
6287	71.5587	397.144	220.439
6288	98.7201	444.065	226.943
6289	131.531	426.099	225.365
6290	64.3178	437.406	212.81
6291	91.9808	436.524	93.9613
6292	83.1058	477.379	195.526
6293	131.841	401.209	218.17
6294	77.828	418.833	233.158
6295	116.247	451.035	219.677
6296	90.7227	266.094	262.261
6297	121.641	270.217	261.989
6298	133.277	314.252	250.621
6299	85.4892	315.924	250.079
6300	281.667	751.986	55.9558
6301	249.744	613.294	271.412
6302	290.293	629.683	245.84
6303	240.865	640.159	251.115
6304	253.795	648.426	263.171
6305	293.287	651.047	266.919
6306	458.311	440.783	146.119
6307	482.553	485.388	143.99
6308	489.583	456.105	142.229
6309	114.556	512.786	242.236
6310	368.648	575.881	247.958
6311	380.698	550.523	235.417
6312	384.845	603.785	244.303
6313	386.164	240.346	77.7959
6314	332.48	541.156	168.438
6315	341.995	563.991	181.865
6316	317.291	586.752	185.322
6317	102.36	384.279	163.558
6318	218.346	730.639	17.1116
6319	288.05	381.482	26.0005
6320	517.933	268.172	75.5238
6321	513.442	308.794	98.2789
6322	530.875	319.538	82.8123
6323	522.372	311.341	66.2686
6324	385.487	487.396	148.37
6325	450.475	431.174	118.947
6326	22.4818	709.885	94.5375
6327	54.0216	701.066	110.708
6328	106.939	408.33	160.469
6329	425.498	369.4	80.7446
6330	398.006	458.224	72.7956
6331	365.167	477.015	64.1618
6332	417.102	466.228	66.9867
6333	35.1962	314.812	146.14
6334	50.4523	782.856	168.918
6335	20.3893	773.103	188.432
6336	57.5779	502.882	206.269
6337	141.777	741.891	26.1233
6338	236.06	709.554	205.957
6339	226.562	204.002	240.629
6340	219.105	230.95	225.891
6341	359.271	574.842	157.702
6342	336.755	634.725	229.28
6343	270.285	748.948	177.008
6344	522.607	359.949	2.70024
6345	485.893	393.827	30.2751
6346	498.803	367.497	8.35815
6347	537.331	371.998	11.1648
6348	500.549	399.396	19.6702
6349	402.927	659.074	87.4124
6350	406.972	661.415	70.5405
6351	230.141	746.937	104.625
6352	210.067	728.368	111.063
6353	119.884	293.689	274.327
6354	148.066	282.85	247.996
6355	117.765	251.586	245.633
6356	152.215	280.467	274.218
6357	98.4698	295.393	267.79
6358	504.251	398.947	7.00789
6359	425.067	671.968	114.056
6360	417.146	709.142	139.195
6361	443.973	691.615	141.329
6362	409.309	692.271	113.093
6363	451.777	699.896	131.715
6364	66.7589	41.1678	247.493
6365	41.0516	40.3894	247.073
6366	226.92	30.519	240.428
6367	196.792	29.9444	242.535
6368	220.239	52.5234	238.008
6369	205.751	82.7141	257.734
6370	181.106	44.7354	236.342
6371	180.434	30.9123	256.246
6372	331.801	363.843	123.433
6373	273.06	789.604	102.628
6374	446.15	542.294	91.5094
6375	425.534	564.651	76.8683
6376	360.296	657.083	14.4021
6377	367.561	605.369	44.0786
6378	120.198	196.875	219.532
6379	76.2351	185.274	234.38
6380	253.191	683.352	67.0617
6381	315.791	25.8874	228.442
6382	287.28	11.4812	230.28
6383	365.05	740.883	118.394
6384	402.95	736.216	109.923
6385	183.577	105.223	243.861
6386	227.27	112.963	250.788
6387	203.715	78.5682	268.706
6388	364.471	446.826	189.151
6389	390.495	431.254	172.708
6390	83.8935	782.081	11.6792
6391	65.7483	781.934	30.3015
6392	407.847	582.349	33.515
6393	141.712	317.122	211.029
6394	125.71	116.637	135.891
6395	443.643	555.369	16.7267
6396	449.566	549.418	26.8629
6397	197.983	263.123	270.896
6398	175.606	224.569	256.985
6399	4.67523	618.198	206.982
6400	307.608	764.042	55.9799
6401	162.611	225.165	134.914
6402	186.291	478.441	245.553
6403	129.6	496.328	233.613
6404	71.0378	427.531	186.823
6405	347.296	580.185	3.71027
6406	280.702	755.784	75.3963
6407	266.049	730.126	63.2723
6408	381.761	355.462	28.1366
6409	500.65	521.341	7.03041
6410	528.143	514.74	7.26434
6411	520.637	468.808	0.0670483
6412	223.403	615.222	56.4338
6413	443.287	417.676	140.236
6414	431.993	458.877	121.544
6415	262.703	777.696	61.0995
6416	16.8165	665.028	253.238
6417	326.335	464.068	194.046
6418	365.903	405.222	189.708
6419	322.234	403.888	198.215
6420	262.033	39.0825	209.061
6421	71.1088	309.672	234.655
6422	243.209	732.255	92.2019
6423	482.842	335.918	229.176
6424	480.594	290.974	215.303
6425	467.645	309.63	235.71
6426	441.295	314.014	240.142
6427	376.379	408.552	180.268
6428	35.9699	785.5	201.286
6429	34.6737	757.405	196.876
6430	12.6475	1.53268	94.6261
6431	4.60742	463.153	135.828
6432	457.231	321.789	126.173
6433	476.639	266.74	130.068
6434	473.089	303.621	138.614
6435	492.525	319.052	120.788
6436	150.335	45.2796	98.3928
6437	180.254	9.68577	100.825
6438	172.297	69.6073	239.832
6439	172.456	83.5046	254.72
6440	163.583	58.8502	256.75
6441	164.53	701.211	202.506
6442	550.852	403.255	47.189
6443	535.844	427.082	57.1273
6444	510.453	422.713	15.2884
6445	72.4405	669.889	58.9894
6446	22.5238	544.877	222.205
6447	291.377	703.471	12.4972
6448	286.691	717.922	27.7232
6449	146.719	433.473	245.713
6450	149.124	456.481	253.141
6451	124.432	451.801	253.086
6452	171.371	2.69696	170.43
6453	485.483	393.137	1.59702
6454	259.459	538.998	165.797
6455	304.314	525.252	180.699
6456	277.721	512.811	167.354
6457	347.301	708.742	216.563
6458	347.294	706.985	203.216
6459	317.228	726.989	195.271
6460	372.663	650.638	214.055
6461	385.033	623.617	212.473
6462	358.21	671.625	208.768
6463	409.712	640.574	201.67
6464	381.992	700.725	208.249
6465	326.435	296.122	177.141
6466	295.417	321.624	183.922
6467	162.638	345.347	254.42
6468	372.014	459.514	71.0845
6469	137.694	185.791	228.929
6470	179.315	173.968	227.112
6471	142.799	146.191	239.063
6472	442.111	335.35	152.361
6473	343.157	550.552	134.906
6474	236.311	696.884	98.7286
6475	355.034	492.842	183.142
6476	347.035	506.609	162.396
6477	158.76	630.128	262.108
6478	135.696	683.805	271.509
6479	128.873	620.665	268.992
6480	101.563	654.665	258.257
6481	152.875	648.18	269.088
6482	202.575	425.602	204
6483	6.7125	621.677	7.71014
6484	63.3092	733.542	211.167
6485	9.14405	716.293	207.36
6486	271.981	304.763	73.121
6487	312.897	743.425	75.1694
6488	250.437	718.018	197.708
6489	440.835	592.225	46.5205
6490	445.138	576.244	28.5997
6491	424.126	581.863	26.2829
6492	211.562	736.454	194.251
6493	206.264	681.508	196.411
6494	278.149	263.052	245.894
6495	167.756	601.497	3.50377
6496	330.864	188.471	225.633
6497	357.758	204.359	236.964
6498	27.5185	224.542	230.038
6499	35.1489	248.462	220.952
6500	30.5255	200.881	230.321
6501	400.483	700.939	216.919
6502	394.329	738.509	201.913
6503	386.348	735.389	220.544
6504	374.388	687.408	196.814
6505	403.842	679.401	212.667
6506	84.7385	62.9912	175.471
6507	1.10802	49.1397	91.9573
6508	61.4753	738.29	192.404
6509	503.147	547.09	12.4252
6510	556.83	510.893	8.10393
6511	532.004	472.773	14.3358
6512	531.834	553.324	11.2182
6513	513.417	514.004	20.0942
6514	491.709	272.693	164.061
6515	478.781	304.132	167.853
6516	339.645	584.483	151.772
6517	132.988	710.184	211.215
6518	141.718	736.435	209.916
6519	343.405	63.9903	57.7052
6520	548.78	347.234	57.317
6521	562.442	366.212	51.2602
6522	210.906	364.079	206.961
6523	201.733	785.247	122.455
6524	110.12	414.722	183.537
6525	71.7421	4.40665	159.719
6526	114.139	0.142037	176.919
6527	373.965	703.651	147.245
6528	367.138	755.714	142.313
6529	390.762	748.86	154.874
6530	412.426	731.431	131.655
6531	390.271	744.247	124.213
6532	385.705	261.679	275.365
6533	0.0535888	602.706	214.721
6534	511.998	352.028	131.178
6535	524.402	318.984	126.249
6536	366.189	760.641	110.808
6537	390.254	771.023	86.6871
6538	362.687	780.366	99.0317
6539	390.603	770.368	100.281
6540	272.476	660.135	228.455
6541	236.066	649.326	233.424
6542	277.887	698.667	238.749
6543	233.52	701.927	245.879
6544	211.317	626.488	265.048
6545	257.997	637.222	285.612
6546	227.631	624.928	275.922
6547	236.638	629.197	262.38
6548	269.818	600.354	278.104
6549	404.382	731.501	148.368
6550	367.774	723.964	128.168
6551	382.747	696.905	156.616
6552	403.713	689.126	142.239
6553	538.743	402.424	29.6927
6554	493.145	376.094	20.7759
6555	151.974	250.811	242.8
6556	109.379	0.0488476	93.4489
6557	543.19	525.186	13.716
6558	531.341	579.241	21.4829
6559	521.994	543.978	20.4564
6560	564.386	563.513	21.4963
6561	500.262	579.109	11.3545
6562	513.578	562.202	4.6877
6563	199.685	122.461	263.665
6564	257.795	93.3917	240.057
6565	219.072	148.59	257.172
6566	242.769	126.966	264.972
6567	248.933	97.3897	259.534
6568	175.56	327.067	259.953
6569	349.579	624.901	0.101851
6570	402.755	637.127	25.3927
6571	394.166	628.683	6.68395
6572	441.905	357.932	1.02839
6573	32.606	734.823	221.716
6574	9.27929	713.228	233.535
6575	5.28298	689.38	216.672
6576	82.0577	501.309	250.758
6577	119.396	504.395	257.529
6578	24.8335	239.288	198.733
6579	449.841	499.288	65.9304
6580	459.098	478.275	72.3615
6581	475.916	491.282	87.625
6582	423.314	713.412	79.7514
6583	429.946	712.29	61.2935
6584	422.028	735.944	55.754
6585	39.9289	714.202	213.256
6586	74.0653	746.449	203.405
6587	560.76	333.077	3.44246
6588	547.439	344.329	27.2944
6589	90.1532	659.841	121.25
6590	294.198	786.055	135.913
6591	289.785	789.442	159.189
6592	63.5442	516.993	196.048
6593	302.012	394.079	188.734
6594	309.763	429.547	199.363
6595	222.34	571.348	165.757
6596	241.784	585.266	164.304
6597	471.019	394.838	101.716
6598	441.48	388.686	112.057
6599	127.114	65.2328	215.597
6600	113.5	99.632	241.374
6601	88.2114	70.9389	221.207
6602	110.816	227.604	238.213
6603	297.234	723.792	216.792
6604	334.084	681.315	208.738
6605	307.952	740.565	210.967
6606	338.588	733.95	200.395
6607	122.692	624.654	141.181
6608	353.219	214.124	28.7468
6609	504.009	272.91	180.959
6610	449.68	282.601	193.604
6611	499.443	268.935	193.589
6612	479.052	272.667	178.543
6613	476.012	273.639	197.471
6614	379.976	281.877	249.977
6615	294.682	79.8392	265.536
6616	334.571	65.135	277.965
6617	322.119	38.4316	256.687
6618	318.167	38.9549	276.039
6619	311.178	81.3441	275.53
6620	327.451	82.1488	262.01
6621	225.137	737.283	36.6163
6622	525.334	380.099	138.771
6623	486.977	372.057	159.902
6624	468.318	396.496	149.196
6625	508.616	403.354	146.649
6626	320.593	9.49599	249.535
6627	331.551	54.0037	265.417
6628	312.674	30.2291	242.902
6629	68.2482	336.598	254.599
6630	69.0956	287.898	243.154
6631	81.6582	344.806	246.621
6632	70.9578	306.255	266.101
6633	47.2127	327.336	254.163
6634	314.305	657.042	48.833
6635	348.814	640.762	49.6176
6636	489.175	502.519	126.598
6637	526.317	506.767	138.032
6638	379.775	629.957	82.4568
6639	439.114	654.56	85.4023
6640	392.304	649.422	103.209
6641	407.019	637.434	96.1168
6642	86.4192	596.49	0.782744
6643	323.355	681.176	176.095
6644	12.8722	258.261	231.662
6645	60.7392	772.521	157.374
6646	442.141	363.32	204.492
6647	221.452	780.219	23.4079
6648	395.895	478.391	35.5997
6649	380.802	650.475	54.341
6650	407.087	708.07	178.52
6651	393.069	753.239	192.631
6652	413.997	675.824	98.0195
6653	422.44	287.823	242.586
6654	436.435	303.322	230.839
6655	375.148	672.075	153.536
6656	368.336	736.261	150.853
6657	381.326	698.83	170.588
6658	352.021	732.321	141.852
6659	210.715	630.085	71.3604
6660	167.705	691.517	273.85
6661	134.072	718.479	258.198
6662	114.511	709.307	284.704
6663	152.523	689.53	282.21
6664	150.297	704.633	267.133
6665	151.188	407.659	230.08
6666	482.964	557.984	19.3711
6667	239.318	9.17892	217.6
6668	357.006	234.897	203.282
6669	311.478	217.551	204.126
6670	11.2904	575.892	208.834
6671	26.9519	604.43	207.688
6672	5.77965	580.155	224.764
6673	219.759	502.55	247.254
6674	192.036	441.445	253.52
6675	195.343	472.13	260.776
6676	435.262	434.141	58.8077
6677	407.424	436.465	76.6073
6678	413.268	490.126	64.0057
6679	441.467	445.827	68.1261
6680	90.0755	572.394	78.0743
6681	498.808	333.606	239.809
6682	448.054	331.338	249.844
6683	484.207	282.872	248.569
6684	24.4762	580.715	72.7874
6685	425.506	716.046	157.817
6686	447.667	737.557	135.689
6687	348.39	744.833	81.7362
6688	344.046	715.113	82.2772
6689	414.397	272.345	281.707
6690	391.508	293.965	279.425
6691	281.754	684.605	27.7849
6692	438.848	296.967	291.8
6693	416.37	317.146	281.549
6694	388.303	241.974	282.899
6695	442.364	290.302	272.005
6696	284.226	126.638	266.456
6697	298.652	134.931	259.297
6698	29.4476	11.5277	167.603
6699	455.158	301.973	110.45
6700	449.426	412.033	76.6068
6701	397.386	604.211	31.9485
6702	377.41	618.066	52.2283
6703	398.907	587.819	46.3248
6704	385.465	627.89	32.763
6705	408.947	619.608	44.5913
6706	307.979	665.71	12.415
6707	321.947	734.149	6.06746
6708	360.175	505.173	137.009
6709	10.8393	138.042	192.595
6710	399.307	450.159	93.7017
6711	301.573	679.274	233.763
6712	275.424	743.546	239.808
6713	282.01	683.716	257.392
6714	268.595	709.306	256.99
6715	254.107	674.629	246.6
6716	139.535	118.55	226.88
6717	106.359	145.488	225.715
6718	376.768	520.67	185.522
6719	357.791	501.466	200.92
6720	346.409	447.825	181.069
6721	389.514	501.036	189.088
6722	368.851	478.081	192.121
6723	330.47	494.755	194.86
6724	161.867	697.45	140.826
6725	162.342	725.555	146.435
6726	343.229	47.9838	174.773
6727	456.661	266.351	105
6728	499.473	274.385	128.92
6729	12.7376	656.959	214.707
6730	237.265	332.671	176.6
6731	447.932	484.322	35.3932
6732	35.9488	289.54	233.127
6733	35.9993	248.272	232.172
6734	159.825	740.302	137.228
6735	127.482	327.286	261.245
6736	124.163	337.381	251.076
6737	190.742	366.642	250.149
6738	152.12	315.857	258.586
6739	430.672	504.547	57.6907
6740	387.001	466.934	60.2307
6741	418.811	468.462	46.4873
6742	9.54226	762.779	213.557
6743	12.2945	786.773	207.84
6744	57.4772	788.791	194.444
6745	46.2881	756.163	216.563
6746	420.96	786.305	60.0051
6747	439.27	741.282	69.3321
6748	375.162	741.293	54.1852
6749	364.2	765.569	58.3703
6750	404.151	752	44.5023
6751	51.0417	782.628	210.654
6752	75.5803	780.769	211.522
6753	87.2481	271.29	249.94
6754	51.7461	306.76	259.793
6755	362.666	336.097	196.603
6756	120.053	646.877	265.211
6757	119.243	663.251	274.052
6758	105.946	683.928	267.286
6759	390.1	274.039	286.86
6760	460.291	315.546	176.33
6761	429.914	316.781	181.59
6762	340.183	716.367	176.912
6763	21.4254	9.80535	268.718
6764	0.443402	3.57692	264.774
6765	30.7236	35.7182	259.798
6766	205.528	726.802	172.674
6767	193.653	722.902	183.383
6768	202.281	698.062	163.483
6769	515.414	566.637	146.201
6770	526.891	571.041	123.108
6771	531.771	538.853	137.098
6772	284.125	477.282	208.554
6773	516.013	307.85	175.485
6774	218.297	747.147	174.502
6775	207.443	742.802	155.919
6776	197.211	758.932	177.336
6777	219.452	767.073	166.731
6778	243.392	506.536	221.983
6779	338.53	526.006	210.664
6780	342.969	463.109	203.475
6781	371.043	476.329	204.165
6782	389.549	490.375	209.381
6783	363.192	522.429	205.962
6784	218.541	331.646	259.412
6785	298.567	620.126	201.831
6786	340.559	645.994	186.029
6787	439.922	346.083	58.5222
6788	480.335	409.547	63.5216
6789	484.646	377.902	58.811
6790	127.621	733.481	195.681
6791	157.363	747.716	186.654
6792	222.831	452.102	195.551
6793	87.6774	57.505	205.529
6794	116.844	45.6605	205.366
6795	426.197	424.061	154.034
6796	477.082	449.425	167.949
6797	213.56	104.631	196.479
6798	188.678	139.504	196.952
6799	226.334	147.367	217.774
6800	252.553	160.228	223.08
6801	355.732	612.674	54.1215
6802	16.3976	377.725	237.314
6803	465.423	266.801	119.849
6804	32.6537	415.381	230.206
6805	47.2552	433.254	231.756
6806	22.4617	399.469	242.732
6807	340.143	45.6167	231.378
6808	341.602	16.3158	223.724
6809	304.99	62.1304	227.276
6810	76.9588	98.6747	230.307
6811	90.3796	75.1709	240.743
6812	362.367	521.678	85.9212
6813	320.94	271.812	258.516
6814	306.2	309.499	258.801
6815	301.331	297.422	249.486
6816	354.347	335.806	241.453
6817	203	217.353	142.604
6818	65.7868	399.662	166.885
6819	352.142	742.771	48.6346
6820	2.25459	452.721	171.886
6821	123.874	3.78085	164.254
6822	92.0724	331.785	260.079
6823	85.0097	360.597	229.996
6824	95.4885	382.789	256.764
6825	63.1709	356.177	240.725
6826	323.411	542.204	233.883
6827	472.968	290.264	73.0797
6828	481.705	275.442	93.1827
6829	400.342	460.97	139.373
6830	271.897	712.081	212.167
6831	532.599	330.744	38.8514
6832	528.181	305.595	47.0835
6833	199.783	95.191	215.508
6834	224.146	84.908	213.471
6835	208.973	47.6366	214.856
6836	524.367	335.162	64.9614
6837	535.511	286.472	54.8914
6838	93.4485	483.791	233.889
6839	109.333	440.444	246.185
6840	89.3465	452.155	243.626
6841	71.2618	443.625	229.434
6842	352.445	302.577	243.395
6843	317.781	344.005	207.851
6844	305.366	360.102	227.995
6845	326.995	359.329	222.201
6846	186.796	219.782	212.39
6847	177.206	197.919	225.274
6848	68.168	88.9654	221.217
6849	135.371	783.774	146.294
6850	484.507	320.249	151.599
6851	501.501	335.3	173.181
6852	471.397	334.402	165.01
6853	483.445	329.395	183.3
6854	350.913	690.473	152.477
6855	338.833	671.073	161.814
6856	405.75	662.628	164.303
6857	376.896	641.558	156.562
6858	126.563	240.137	262.523
6859	158.047	278.268	257.301
6860	140.752	258.654	270.101
6861	79.3917	552.652	225.593
6862	59.2955	561.932	242.143
6863	59.8101	537.465	224.722
6864	102.156	541.822	246.298
6865	449.888	692.454	119.876
6866	472.683	748.573	123.499
6867	471.072	734.254	110.349
6868	344.012	729.799	17.6232
6869	142.208	61.4405	236.011
6870	142.736	77.4319	255.072
6871	137.386	91.5363	243.713
6872	121.317	748.798	22.2729
6873	84.2277	492.469	203.851
6874	528.295	418.129	6.82864
6875	367.603	571.732	202.903
6876	355.472	566.941	211.756
6877	357.922	550.477	201.427
6878	168.516	261.921	267.87
6879	524.529	353.635	80.3313
6880	549.859	397.725	79.7858
6881	527.024	367.998	99.002
6882	497.422	382.27	100.252
6883	508.403	409.878	96.1318
6884	106.743	44.1563	231.585
6885	422.376	604.43	82.2448
6886	420.032	590.459	66.7986
6887	396.943	596.101	60.6576
6888	467.263	363.883	239.257
6889	473.438	333.967	240.205
6890	524.95	352.644	241.9
6891	510.83	376.64	241.588
6892	517.045	304.147	246.402
6893	482.447	289.943	237.768
6894	369.912	253.999	15.9518
6895	342.321	330.846	255.683
6896	362.552	299.203	274.852
6897	331.842	309.822	270.394
6898	382.731	320.978	268.587
6899	482.598	363.515	255.654
6900	501.204	417.321	238.994
6901	537.776	371.628	252.851
6902	505.226	353.859	227.98
6903	524.266	390.476	259.298
6904	523.023	372.311	231.899
6905	129.193	61.8495	245.987
6906	136.186	92.0082	263.769
6907	159.766	89.4431	270.413
6908	139.075	31.8452	257.758
6909	131.211	98.2164	197.757
6910	177.283	59.8845	200.747
6911	260.991	182.44	250.822
6912	103.767	641.784	274.62
6913	150.89	614.758	279.598
6914	156.175	591.49	267.573
6915	281.317	56.3856	260.346
6916	267.595	46.5905	243.913
6917	225.441	45.1346	225.734
6918	212.266	39.4706	251.514
6919	512.587	428.917	35.352
6920	157.906	257.789	213.981
6921	368.007	626.65	104.407
6922	384.035	682.697	115.953
6923	389.399	636.665	133.341
6924	392.792	619.352	125.089
6925	303.835	773.282	93.8513
6926	279.85	493.156	226.462
6927	69.5773	651.464	213.703
6928	73.3875	627.274	210.296
6929	184.608	572.052	268.53
6930	167.373	604.54	287.086
6931	155.596	557.334	272.805
6932	182.653	619.668	270.785
6933	165.849	583.004	252.484
6934	134.59	557.033	262.6
6935	294.098	710.477	252.36
6936	298.65	700.145	264.15
6937	309.676	670.29	256.908
6938	293.227	658.054	242.434
6939	260.146	676.799	274.71
6940	165.964	28.739	242.492
6941	157.971	45.4879	270.423
6942	120.235	1.51287	258.266
6943	126.955	360.342	255.975
6944	387.042	462.756	185.155
6945	399.014	450.96	192.999
6946	409.61	478.272	190.486
6947	489.585	517.832	99.9004
6948	199.138	764.456	109.974
6949	152.277	340.929	271.765
6950	145.702	357.315	262.153
6951	188.799	343.4	276.098
6952	438.019	417.15	196.099
6953	408.698	440.981	205.233
6954	446.935	457.257	208.164
6955	521.922	368.777	58.1235
6956	34.5294	683.281	247.406
6957	74.1035	691.694	259.77
6958	86.4806	660.012	250.483
6959	46.9702	683.883	270.278
6960	450.757	338.538	48.7334
6961	504.204	397.251	62.8763
6962	485.475	351.675	64.9672
6963	478.078	291.076	61.8092
6964	410.451	533.453	57.5572
6965	434.326	552.816	179.659
6966	472.898	555.14	165.139
6967	475.11	499.51	170.307
6968	437.469	545.384	147.014
6969	461.163	535.738	174.488
6970	492.859	385.217	87.992
6971	480.924	306.192	80.559
6972	481.324	477.184	62.0868
6973	464.292	480.145	55.2109
6974	316.544	15.2871	261.6
6975	327.258	706.496	233.719
6976	336.859	739.279	219.134
6977	1.85085	621.849	130.761
6978	423.774	677.809	79.2551
6979	363.803	749.122	131.71
6980	111.766	85.3241	216.044
6981	330.941	669.404	18.7552
6982	481.268	412.14	154.746
6983	129.214	710.256	232.099
6984	218.485	707.276	178.911
6985	204.645	783.566	172.896
6986	234.943	717.419	166.15
6987	243.731	775.329	185.858
6988	248.252	741.249	170.902
6989	233.328	650.478	211.836
6990	390.987	664.401	219.774
6991	439.778	688.129	209.424
6992	415.839	657.894	208.674
6993	430.82	684.053	224.436
6994	413.34	646.69	223.818
6995	305.632	686.212	33.0487
6996	355.563	633.587	160.609
6997	413.646	644.319	157.117
6998	29.7095	330.175	224.15
6999	58.0732	327.627	222.527
7000	420.214	460.45	147.224
7001	295.326	402.586	205.802
7002	309.552	407.692	218.28
7003	22.7895	486.732	158.386
7004	430.022	663.266	124.964
7005	489.536	494.9	44.4834
7006	512.24	474.748	48.832
7007	505.143	514.984	59.6036
7008	493.841	457.11	59.9713
7009	505.956	473.377	67.033
7010	179.648	756.192	140.499
7011	4.18125	678.274	228.955
7012	257.272	15.9229	242.946
7013	211.929	16.0032	257.152
7014	200.578	26.4449	229.451
7015	217.551	66.4457	250.241
7016	456.097	290.428	150.186
7017	337.031	781.482	139.832
7018	322.486	772.73	131.67
7019	133.255	437.58	236.484
7020	345.682	593.886	164.58
7021	300.393	590.869	167.097
7022	470.763	410.597	193.243
7023	476.006	437.458	200.214
7024	432.856	436.756	203.606
7025	434.419	413.078	210.538
7026	434.926	418.835	180.437
7027	442.922	386.24	192.194
7028	421.083	402.243	202.999
7029	420.266	601.899	116.662
7030	393.691	609.459	113.897
7031	169.802	3.35402	231.439
7032	164.827	30.6435	225.439
7033	105.237	248.823	271.225
7034	136.365	295.247	263.347
7035	296.134	10.6085	209.079
7036	274.236	5.66542	195.678
7037	74.3009	701.409	194.467
7038	410.169	495.458	221.249
7039	419.945	513.182	200.907
7040	411.759	465.432	202.688
7041	406.229	513.54	214.612
7042	47.0913	737.258	238.607
7043	467.571	441.55	65.5369
7044	482.247	471.572	80.3095
7045	216.719	408.984	243.63
7046	196.868	425.852	236.717
7047	103.885	786.188	16.4905
7048	417.544	320.128	116.387
7049	287.574	581.086	184.018
7050	241.402	775.087	159.532
7051	405.072	596.537	106.518
7052	422.406	635.373	110.234
7053	168.958	276.522	288.626
7054	178.5	286.189	267.013
7055	148.789	290.369	288.181
7056	174.73	271.678	277.384
7057	470.951	274.077	229.566
7058	462.698	295.654	252.595
7059	501.113	279.88	233.969
7060	173.104	708.546	99.536
7061	74.2389	365.329	181.627
7062	219.196	627.649	102.448
7063	212.354	662.71	106.547
7064	417.309	337.851	190.994
7065	454.598	354.558	193.009
7066	446.071	348.276	182.937
7067	397.689	379.368	203.016
7068	382.655	352.671	195.492
7069	214.38	782.831	107.915
7070	125.952	762.962	175.552
7071	146.346	693.934	176.151
7072	506.884	372.007	50.0845
7073	250.869	585.244	229.668
7074	42.8305	356.695	229.347
7075	205.839	601.398	223.845
7076	510.057	564.07	107.982
7077	121.507	196.641	263.541
7078	138.707	222.78	274.057
7079	124.222	202.253	274.471
7080	456.672	569.581	161.756
7081	114.464	616.489	280.26
7082	98.2321	667.986	277.878
7083	70.8547	632.827	264.006
7084	78.536	643.251	285.915
7085	121.594	126.004	246.255
7086	144.282	123.171	246.448
7087	167.4	126.125	241.959
7088	96.317	98.9669	250.671
7089	211.803	337.917	275.987
7090	185.87	377.534	283.169
7091	222.707	355.955	282.617
7092	190.969	383.724	270.031
7093	177.667	337.24	287.455
7094	376.646	387.156	207.119
7095	268.157	276.856	259.426
7096	408.502	675.121	121.034
7097	420.276	718.495	110.821
7098	564.199	320.257	57.0695
7099	361.445	327.821	211.498
7100	162.847	422.594	259.148
7101	140.465	401.056	247.497
7102	170.944	416.464	244.611
7103	169.444	720.109	283.803
7104	189.959	692.529	263.016
7105	133.269	744.2	266.614
7106	114.092	726.219	261.66
7107	172.991	668.584	264.13
7108	392.529	327.428	225.848
7109	176.82	147.1	235.227
7110	333.192	740.707	134.063
7111	359.464	735.005	160.736
7112	170.108	626.781	250.335
7113	173.307	608.141	232.859
7114	162.155	391.369	260.838
7115	120.214	416.058	237.857
7116	130.064	370.132	241.5
7117	157.968	375.364	242.52
7118	31.2751	612.032	37.4649
7119	524.818	297.113	157.933
7120	506.775	315.043	160.812
7121	490.479	266.96	143.994
7122	426.554	762.979	82.7185
7123	389.231	703.051	82.5831
7124	399.473	547.464	153.911
7125	372.471	784.735	49.5717
7126	327.156	713.626	55.8518
7127	351.716	771.997	37.831
7128	329.06	748.114	32.7455
7129	357.258	711.273	39.9146
7130	450.076	388.001	15.4592
7131	185.943	8.31302	267.512
7132	179.751	7.26023	254.125
7133	225.687	9.69947	267.691
7134	369.877	785.261	138.657
7135	345.039	728.412	123.707
7136	388.379	766.093	144.183
7137	288.071	304.803	230.065
7138	306.482	292.877	237.697
7139	53.3655	51.2289	273.973
7140	6.26283	27.9917	269.63
7141	36.8254	65.7451	252.377
7142	8.13907	55.3427	266.079
7143	482.028	442.293	74.7173
7144	356.742	278.441	284.123
7145	378.191	291.333	297.268
7146	415.715	301.305	295.138
7147	427.293	293.295	286.412
7148	104.391	778.815	2.80966
7149	489.105	302.71	41.3959
7150	527.612	268.075	27.4703
7151	207.151	413.705	215.977
7152	163.52	733.749	259.216
7153	120.854	744.041	246.826
7154	130.762	770.195	280.087
7155	144.126	747.317	256.932
7156	137.191	775.505	258.384
7157	101.319	732.801	279.309
7158	93.39	739.985	260.026
7159	135.931	736.988	281.273
7160	3.63465	72.5086	121.608
7161	322.558	169.194	264.223
7162	301.315	206.791	243.975
7163	321.451	146.447	256.951
7164	333.6	64.1721	224.105
7165	286.953	57.7459	204.37
7166	281.88	22.0845	262.841
7167	190.377	447.639	265.233
7168	138.223	412.106	261.564
7169	158.664	410.755	279.374
7170	164.121	462.025	262.258
7171	182.843	443.741	275.163
7172	296.157	481.702	241.357
7173	296.056	522.611	220.937
7174	313.655	503.552	228.532
7175	268.46	474.754	218.57
7176	365.039	786.127	183.297
7177	378.156	752.695	171.585
7178	245.183	90.5854	146.91
7179	508.925	470.824	35.1987
7180	416.442	386.797	180.997
7181	351.665	527.506	99.6883
